USC00215488,19390101,PRCP,0,P,,6,
USC00215488,19390102,PRCP,0,P,,6,
USC00215488,19390103,PRCP,0,P,,6,
USC00215488,19390104,PRCP,0,P,,6,
USC00215488,19390105,PRCP,84,,,6,
USC00215488,19390106,PRCP,0,P,,6,
USC00215488,19390107,PRCP,0,P,,6,
USC00215488,19390108,PRCP,0,P,,6,
USC00215488,19390109,PRCP,25,,,6,
USC00215488,19390110,PRCP,0,P,,6,
USC00215488,19390111,PRCP,0,P,,6,
USC00215488,19390112,PRCP,10,,,6,
USC00215488,19390113,PRCP,8,,,6,
USC00215488,19390114,PRCP,0,P,,6,
USC00215488,19390115,PRCP,0,T,,6,
USC00215488,19390116,PRCP,0,P,,6,
USC00215488,19390117,PRCP,5,,,6,
USC00215488,19390118,PRCP,28,,,6,
USC00215488,19390119,PRCP,0,T,,6,
USC00215488,19390120,PRCP,3,,,6,
USC00215488,19390121,PRCP,0,P,,6,
USC00215488,19390122,PRCP,0,P,,6,
USC00215488,19390123,PRCP,0,P,,6,
USC00215488,19390124,PRCP,5,,,6,
USC00215488,19390125,PRCP,8,,,6,
USC00215488,19390126,PRCP,0,P,,6,
USC00215488,19390127,PRCP,0,P,,6,
USC00215488,19390128,PRCP,0,P,,6,
USC00215488,19390129,PRCP,0,P,,6,
USC00215488,19390130,PRCP,0,P,,6,
USC00215488,19390131,PRCP,0,P,,6,
USC00215488,19390101,SNOW,0,,,6,
USC00215488,19390102,SNOW,0,,,6,
USC00215488,19390103,SNOW,0,,,6,
USC00215488,19390104,SNOW,0,,,6,
USC00215488,19390105,SNOW,0,,,6,
USC00215488,19390106,SNOW,0,,,6,
USC00215488,19390107,SNOW,0,,,6,
USC00215488,19390108,SNOW,0,,,6,
USC00215488,19390109,SNOW,0,,,6,
USC00215488,19390110,SNOW,0,,,6,
USC00215488,19390111,SNOW,0,,,6,
USC00215488,19390112,SNOW,25,,,6,
USC00215488,19390113,SNOW,25,,,6,
USC00215488,19390114,SNOW,0,,,6,
USC00215488,19390115,SNOW,0,,,6,
USC00215488,19390116,SNOW,0,,,6,
USC00215488,19390117,SNOW,13,,,6,
USC00215488,19390118,SNOW,76,,,6,
USC00215488,19390119,SNOW,0,T,,6,
USC00215488,19390120,SNOW,8,,,6,
USC00215488,19390121,SNOW,0,,,6,
USC00215488,19390122,SNOW,0,,,6,
USC00215488,19390123,SNOW,0,,,6,
USC00215488,19390124,SNOW,25,,,6,
USC00215488,19390125,SNOW,25,,,6,
USC00215488,19390126,SNOW,0,,,6,
USC00215488,19390127,SNOW,0,,,6,
USC00215488,19390128,SNOW,0,,,6,
USC00215488,19390129,SNOW,0,,,6,
USC00215488,19390130,SNOW,0,,,6,
USC00215488,19390131,SNOW,0,,,6,
USC00215488,19390112,SNWD,25,,,6,
USC00215488,19390113,SNWD,51,,,6,
USC00215488,19390117,SNWD,76,,,6,
USC00215488,19390118,SNWD,152,,,6,
USC00215488,19390120,SNWD,152,,,6,
USC00215488,19390121,SNWD,127,,,6,
USC00215488,19390124,SNWD,152,,,6,
USC00215488,19390125,SNWD,178,,,6,
USC00215488,19390201,PRCP,10,,,6,
USC00215488,19390202,PRCP,15,,,6,
USC00215488,19390203,PRCP,0,P,,6,
USC00215488,19390204,PRCP,0,P,,6,
USC00215488,19390205,PRCP,0,P,,6,
USC00215488,19390206,PRCP,0,P,,6,
USC00215488,19390207,PRCP,0,P,,6,
USC00215488,19390208,PRCP,0,P,,6,
USC00215488,19390209,PRCP,0,T,,6,
USC00215488,19390210,PRCP,102,,,6,
USC00215488,19390211,PRCP,0,P,,6,
USC00215488,19390212,PRCP,0,P,,6,
USC00215488,19390213,PRCP,0,P,,6,
USC00215488,19390214,PRCP,0,P,,6,
USC00215488,19390215,PRCP,0,T,,6,
USC00215488,19390216,PRCP,0,P,,6,
USC00215488,19390217,PRCP,25,,,6,
USC00215488,19390218,PRCP,0,P,,6,
